analysis,created_time,favorite_count,full_text,polarity,retweet_count,tweet_id,user_id,username
neutral,2021-04-30 11:00:55,1,In an effort to vaccinate 70 of it s population Paterson is addressing COVID vaccine hesitancy amongst its 3Muslim population,0.0,0,1388146353587597312,943596578052431873,RUCSRR
neutral,2021-05-03 15:54:25,0,It s not Pfizer who created the vaccine Go do some research about BioNTech Pfizer is working with them to manufacture and distribute the covid vaccine,0.0,0,1389307375614521345,1279445952089042944,JohnRee58077204
negative,2021-04-29 13:09:51,2,Got my second dose of Pfizer s Covid vaccine There was no waiting except for the elevator to get to the vaccination center,-0.05,0,1387816411922305027,45477340,Blade_Chimera
positive,2021-05-04 16:41:39,3,I just got my COVID vaccine J amp J My cell phone reception is much better now,0.5,0,1389681651039412225,1621420568,TomBertulis
positive,2021-05-04 12:15:13,0,Pfizer expects to file for full FDA approval of its COVID vaccine in May,0.35,0,1389614600140820484,390167719,KNOPTV
neutral,2021-04-30 13:25:11,0,NAFDAC approves Pfizer BioNTech Covid vaccine for emergency use,0.0,0,1388182659441041414,1690569936,29entertainment
neutral,2021-05-04 13:56:18,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,0,1389640041882963974,18964431,cooperga
positive,2021-04-28 18:18:38,4,Fascinating piece explaining how Pfizer make the messenger RNA Covid vaccine Australia needs to be doing this,0.7,2,1387531730710458372,1139021772,TimDoddEDU
neutral,2021-05-01 18:25:26,4,You say that like you re going to be remembered for taking a covid vaccine watch out covid warrior coming through you go get em J,0.0,0,1388620604555862023,3246313171,SwingOpts
neutral,2021-05-04 15:54:06,0,Moderna To Expand Campus Where Covid Vaccines Are Produced,0.0,0,1389669684945973248,60756045,HeyOsa
neutral,2021-05-03 14:45:23,1,The Pfizer COVID vaccine clinical trial end date was changed It was 31 January 2023 see thread It has been extended to 6 April 2023,0.0,0,1389290002929143811,1283659495562973185,DDawgly
positive,2021-04-28 14:27:45,2,Last week Pfizer Head of Global Automation Engineering Jim LaBonty sat down with our Guilad Regev to share insight into Pfizer s industrial cybersecurity journey securing COVID vaccine production while meeting unprecedented demand and more,0.1888888889,1,1387473627474501640,743739751044288513,Claroty
positive,2021-04-30 11:08:19,0,Pfizer Covid vaccine BioNTech expects data on kids ages 5 to 11 as early as end of summer,0.1,0,1388148214348619780,30874014,mckdaddy1
neutral,2021-05-01 14:00:30,1,64 Adverse Reactions to J amp J COVID Vaccine Were Brought on By Anxiety CDC Says,0.0,0,1388553934898438147,1020008666316136449,Gator_NY
positive,2021-04-29 18:13:20,11,Thank you Health and Hynes for their amazing logistics and great COVID vaccine experience I am happy to say that I received my second shot today Per Learn more,0.54,2,1387892784854716420,1045361837448024065,BostonJamieCho
neutral,2021-05-04 15:11:22,0,Pfizer says COVID vaccine generated 3 5 billion in revenue in Q1,0.0,0,1389658932235448320,363427393,Deplorable69er
neutral,2021-05-02 00:49:10,0,Crofton Pharmacy COVID Vaccine Appointment Update netde Bear Christiana Rd Unit 6 Bear Moderna Mon May 3 Fri May 7,0.0,0,1388717177767927815,1216531677603860480,CaffeinatedI
negative,2021-05-04 15:36:22,7,From on waiving patents for Covid vaccines and other interventions Sensible analysis as always,-0.125,7,1389665221430579200,378272434,HankGreelyLSJU
neutral,2021-05-04 18:25:49,0,Mendi How do you know that a hiv vaxx is close If decades of study is needed this rushed Covid vaccine is not safe FYI it took Moderna 48 hours to get that jab HIV has a higher death case rate but no rush to make a vaccine for that,0.0,0,1389707865540251655,1344040944006553602,Law09804159
positive,2021-04-28 14:12:48,0,Republican Don Wagner who represents three million Orange County residents wants to know if the Covid vaccine has a tracking device in it j Really,0.2,0,1387469865687130113,3243158501,hervegogo
positive,2021-05-01 16:05:41,1,What do the people at Pfizer and Moderna who developed the Covid vaccine think about Canada mainly Ontario waiting 112 days between shots when they said 14 21 days Are we just wasting the first shot and maybe the second Is our gov t giving us a false sense of security,0.0233333333,0,1388585437346869251,27651350,lightonupstairs
negative,2021-04-28 15:57:42,2,bhagat This doesn t make sense 1 What about the numerous people of Indian descent who took the Pfizer COVID vaccine abroad with no issues at all 2 The cases of anaphylaxis and Bell s palsy thought to be associated with the vaccine were very limited to rule it unsafe,-0.0464285714,0,1387496262509989888,34233253,keldoud
neutral,2021-04-30 18:01:33,2,1st Covid vaccine done Moderna,0.0,1,1388252206579675136,723345971644526592,Weave_somewonde
neutral,2021-04-30 16:48:29,1,WHO recommends Moderna COVID vaccine for emergency use,0.0,1,1388233819610927104,700264840414285825,Breaking24Seven
neutral,2021-05-03 17:22:54,0,Told India No Safety Concerns With Covid Vaccine Says Pfizer,0.0,0,1389329646882332676,1334907115857534976,ReformerNews1
positive,2021-04-29 17:27:58,3,got my first dose of Moderna covid vaccine too Bigat sa braso panona gym,0.25,0,1387881367611056130,282017709,ianjedeleon
positive,2021-05-02 11:07:27,2,J Drew LITERALLY invented the COVID vaccine She and her family received both shots and are vacationing on a private island that they BOUGHT LaToya has not gotten the vaccine yet and is going to all sorts of super spreaders on her vacation GOT IT,0.1666666667,0,1388872772139487235,2958763491,ReedwiththeRead
positive,2021-05-01 09:41:03,0,trib al UK has bought 60million more doses of Pfizer s Covid vaccine to supply autumn booster jabs Matt Hancock reveals,0.5,0,1388488639773036550,1246452282012598272,Fovle_Online
neutral,2021-05-01 16:26:49,0,Walgreens COVID Vaccine Appointmens Update netde Sussex County Broadkill Rd Milton Pfizer Sun May 2 Thurs May 6 Five Points Sq Lewes Pfizer Sun May 2 Thurs May 6 Munchy Branch Rd Rehoboth Beach Pfizer Sun May 2 Thurs May 6,0.0,0,1388590757167128579,1216531677603860480,CaffeinatedI
neutral,2021-04-29 12:04:46,0,COVID 19 vaccine side effects and transmission 4 Qs answered covid vaccine covid19 vaccines vaccineSideEffects,0.0,0,1387800033530155016,2820430171,LuminareInc
negative,2021-05-03 18:43:44,12,COVID VACCINES RMU and the Allegheny County Health Department have partnered to help the Pittsburgh Region get the COVID 19 vaccine Pfizer This week s clinics are May 4 amp 5 from 3 8 p m at the UPMC Events Center entering at the UPMC Gate Register,-0.1,14,1389349987792920578,16158150,RMU
positive,2021-04-28 13:09:58,1,This is a very cool article on how makes its covid vaccine,0.455,0,1387454054616420360,1324328944653504515,utm_org
neutral,2021-04-28 12:15:03,0,An extra 60 million doses of the Pfizer BioNTech Covid vaccine have been ordered by the UK government as it puts together plans for a vaccination booster programme in the autumn It brings the total number of Pfizer doses ordered by the UK to 100 million,0.0,0,1387440232094527491,267781885,stevewells11
positive,2021-04-29 11:59:13,0,Atlanta residents Get a free Covid vaccine Saturday Council members amp Carla Smith are teaming up w for a free immunization clinic from 9 a m 5p m Greater Piney Grove Baptist Church Register here Pfizer COVID19Vaccine,0.4333333333,1,1387798634733912067,330625345,atlcouncil
positive,2021-05-01 11:32:53,0,Moms 2nd Pfizer shot Covid Vaccine old Sears building in Duluth GA,0.05,0,1388516783573831686,18137474,hinesedventures
negative,2021-04-28 14:58:21,1,They literally call the past year a government experiment in authoritarianism Discuss the gov uses fear to control people and our news media s take away from that conversation is Joe s opinion about the COVID vaccine for incredibly low risk groups We need new news outlets,-0.0378787879,0,1387481329000869889,2290234074,J_E_Mac
negative,2021-05-01 17:06:41,2,Everyone in immediate family including my grandma I live with has received all doses of COVID vaccine One of my bros got a 102F fever from the Moderna 2nd dose Thank god he got the vaccine then What if he hadn t and got full blown COVID instead It scares the crap out of me,-0.0784090909,0,1388600786909909003,25324296,BeckerCheez
neutral,2021-05-04 12:23:55,2,Based on what we ve seen we believe that a durable demand for our Covid 19 vaccine similar to that of the flu vaccines is a likely outcome said chief executive Albert Bourla Pfizer expects Covid vaccine demand for years BBC News,0.0,1,1389616791425536003,158622681,jaimeraulmolina
positive,2021-05-04 13:12:42,6,The UK Government and Health Officials are planning to give school children aged 12 amp over the experimental Pfizer Covid vaccine at the start of the 21 22 school year Not long after they will attempt to roll this out to children as young as 6 months old,0.045,8,1389629066538532870,74992479,Tanfox13
negative,2021-04-29 11:32:25,1,Covid vaccine You can t sue Pfizer or Moderna over side effects The federal government has granted companies like Pfizer and Moderna immunity from liability if something unintentionally goes wrong with their vaccines,-0.5,0,1387791889441558529,15471305,Zinnsgh0st
negative,2021-04-30 14:19:17,0,Still no answer to why 18 30 Priority One list patients with underlying health conditions can t get into the supersites popups that have pFizer or Moderna These patients CAN DIE from COVID vaccine can save their lives This is a mental health issue these people are scared,-0.1,0,1388196271693852676,84706741,aardvarkpets
positive,2021-04-28 18:48:46,0,RE UK orders 60m more doses of Pfizer Covid vaccine for booster jabs Health secretary says greater supplies of vaccine will help safeguard progress in tackling coronavirus,0.5,0,1387539316692471809,30099802,MohammedAbbasi
neutral,2021-04-29 12:00:02,1,Moderna up investments to produce 3 billion COVID vaccine doses in 2022 COVID19 Vaccine,0.0,1,1387798842905661445,17960461,Pharmafocus
neutral,2021-04-28 12:10:57,0,48 appointments at Pfizer Sapulpa Creek County Health Department Oklahoma COVID Vaccine,0.0,0,1387439201684185088,1356104059460202496,VaccineAlertsOk
neutral,2021-04-29 17:30:50,0,Willey Pharmacy COVID Vaccine Appointments Update netde Wrangle Hill Rd Bear Pfizer Sat May 1,0.0,1,1387882089387859972,1216531677603860480,CaffeinatedI
neutral,2021-04-29 19:30:44,0,Don t wanna get the side effects from Pfzier or Moderna covid vaccines watch this video COVID19Vaccine COVID19 VaccinesWork How to avoid the Covid vaccine flu like hangover side effects via,0.0,0,1387912263462490112,1138286927743000581,TheAimercat
positive,2021-05-03 17:17:32,0,The FDA could be set to authorize the Pfizer COVID vaccine for usage among teens aged 12 15 by next week Currently Pfizer s COVID vaccine is authorized for people 16 and older,0.0166666667,0,1389328295028826120,33119023,TPFNewsNow
neutral,2021-05-04 13:06:34,8,Number of Women to lose their unborn child after having Pfizer Covid Vaccine increases by 700 in just eight weeks Daily Expose,0.0,4,1389627525966569473,1085874144997195776,7mimmim
neutral,2021-04-29 18:47:04,0,Pfizer to ship COVID vaccine in smaller packages KXTV,0.0,0,1387901275342131202,1129062072862437377,GenBioUSA
positive,2021-04-28 13:08:22,0,Coronavirus UK orders 60million more doses of Pfizer s Covid vaccine Daily Mail news,0.25,0,1387453649975234562,230254846,condorbox
neutral,2021-05-04 12:02:26,0,Pfizer made 3 billion in three months for distributing the covid vaccine alone These ppl don t care about public health just profit,0.0,0,1389611384632131584,1308831012,alannysalvarado
negative,2021-04-28 12:34:20,10,Day after 2nd Covid vaccine for me Moderna no response has been terrible but the numerous reactions still has me knocked out a bit Chills Muscle aches But dizzy and foggy when I stand up Tired Overall still thankful and appreciative of the science and rollout,-0.1333333333,0,1387445085911097345,84379665,PeterLovins
positive,2021-04-30 17:15:58,1,Vaccine shedding can only occur but rarely if it is a live attenuated vaccine but the Covid vaccines are not live attenuated ones amp so cannot shed Pfizer amp Moderna are mRNA vaccines amp AstraZeneca is a viral vector vaccine These vaccine types cannot shed so can t infect,0.0227272727,0,1388240735934324739,710486616062738433,Ragusaecomites
positive,2021-05-01 11:13:36,1,With all the consternation I ve heard about the side effects of COVID immunization I m not a bit surprised to hear this 64 Adverse Reactions to J amp J COVID Vaccine Were Brought on By Anxiety CDC Says,0.1,0,1388511933003976712,242531268,DrGeorgeSMack
neutral,2021-05-01 12:42:58,0,WHO approves Moderna as 4th covid vaccine,0.0,0,1388534421087784961,918123299191836672,AltAfricaNews
positive,2021-04-29 10:39:27,5,New today from Pfizer if all goes well first Covid vaccine data for kids 5 12 could be available by July and for younger kids by September Then 4 6 weeks for evaluation and submission for approval 12 covidkids,0.1965909091,0,1387778561201876993,335916573,debra_caplan
neutral,2021-05-04 19:16:36,0,Pfizer expects Covid vaccine demand for years,0.0,0,1389720646234554373,22526181,GoaTranceNET
neutral,2021-05-04 11:49:55,55,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,13,1389608234692988929,25694156,johniadarola
positive,2021-05-04 19:00:01,0,The FDA is expected to authorize Pfizer s COVID vaccine for ages 12 and older by next week fast tracking shots for many youths before the next school year according to a federal official and a person familiar with the process,0.1630952381,0,1389716471748644864,32496789,WLOS_13
